temperature_K,polarizability_m3,
96.81371818339008, 1.5953721182054662e-30
138.01991724253068, 1.5953848178491802e-30
180.23114554701615, 1.5954364122241638e-30
224.45243234219143, 1.5955025166881533e-30
266.66366064667693, 1.595636861013143e-30
308.87488895116235, 1.5957955435587226e-30
352.09114650099275, 1.5960077237679265e-30
394.3023748054783, 1.5962613253738073e-30
436.5136031099637, 1.5965603583247892e-30
481.73991915048384, 1.5970239406367414e-30
521.9410889642796, 1.597531534353253e-30
544.889256732988, 1.5977252096572864e-30
573.5980614553549, 1.5979408195517425e-30
607.3182674592621, 1.598331264162617e-30
630.4507092219724, 1.5985710863350357e-30
654.6049493498053, 1.598887035093225e-30
680.7357097287726, 1.5993366153895466e-30
719.9318502972234, 1.599960297213418e-30
749.9653438191257, 1.6003994347311277e-30
771.1883418098129, 1.600838162019375e-30
796.3140729434352, 1.6013140306010854e-30
833.5001550211962, 1.6020457047129206e-30
860.150087348482, 1.6025655569670748e-30
888.7767635151654, 1.6033121463424055e-30
912.9980801221086, 1.6037880604886156e-30
938.148825192733, 1.604428754723737e-30
958.6262960666354, 1.6046940081698296e-30
979.2293955962057, 1.6051842829444178e-30
1013.400389937932, 1.606034542328147e-30
1047.5713842796583, 1.6068961595481514e-30
1081.7423786213847, 1.6077861713588443e-30
1115.913372963111, 1.60869321992395e-30
1148.0743088141476, 1.609606040250542e-30
1182.245303155874, 1.610564199078887e-30
1214.4062390069105, 1.6115167718324426e-30
1246.567174857947, 1.612486381340411e-30
1278.7281107089834, 1.6134673486846548e-30
1308.8789880693303, 1.614448408872247e-30
1341.0399239203668, 1.6154804864797298e-30
1371.1908012807137, 1.6165069780124233e-30
1401.3416786410603, 1.6175277906269792e-30
1431.4925560014071, 1.6186110713410497e-30
1460.638404116409, 1.6196784975060086e-30
1487.774193740721, 1.620718189815441e-30
